"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1995-01","New Brunswick","2016A000213","Housing starts","Total units","Unadjusted","Units","300","units","0","v730421","6.1.1.1","74","","","","0"
"1995-01","New Brunswick","2016A000213","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730432","6.1.1.2","0.9","","","t","1"
"1995-01","New Brunswick","2016A000213","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730447","6.1.2.1","64","","","","0"
"1995-01","New Brunswick","2016A000213","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730491","6.1.4.1","10","","","","0"
"1995-01","New Brunswick","2016A000213","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730458","6.1.3.1","6","","","","0"
"1995-01","New Brunswick","2016A000213","Housing starts","Row","Unadjusted","Units","300","units","0","v730469","6.1.5.1","0","","","","0"
"1995-01","New Brunswick","2016A000213","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730480","6.1.6.1","4","","","","0"
"1995-01","New Brunswick","2016A000213","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731386","6.2.1.1","619","","","","0"
"1995-01","New Brunswick","2016A000213","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731397","6.2.2.1","426","","","","0"
"1995-01","New Brunswick","2016A000213","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731441","6.2.4.1","193","","","","0"
"1995-01","New Brunswick","2016A000213","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731408","6.2.3.1","40","","","","0"
"1995-01","New Brunswick","2016A000213","Housing under construction","Row","Unadjusted","Units","300","units","0","v731419","6.2.5.1","16","","","","0"
"1995-01","New Brunswick","2016A000213","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731430","6.2.6.1","137","","","","0"
"1995-01","New Brunswick","2016A000213","Housing completions","Total units","Unadjusted","Units","300","units","0","v732323","6.3.1.1","628","","","","0"
"1995-01","New Brunswick","2016A000213","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732334","6.3.2.1","395","","","","0"
"1995-01","New Brunswick","2016A000213","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732378","6.3.4.1","233","","","","0"
"1995-01","New Brunswick","2016A000213","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732345","6.3.3.1","13","","","","0"
"1995-01","New Brunswick","2016A000213","Housing completions","Row","Unadjusted","Units","300","units","0","v732356","6.3.5.1","20","","","","0"
"1995-01","New Brunswick","2016A000213","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732367","6.3.6.1","200","","","","0"
"1995-01","Quebec","2016A000224","Housing starts","Total units","Unadjusted","Units","300","units","0","v730422","7.1.1.1","3407","","","","0"
"1995-01","Quebec","2016A000224","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730433","7.1.1.2","25.9","","","t","1"
"1995-01","Quebec","2016A000224","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730448","7.1.2.1","1718","","","","0"
"1995-01","Quebec","2016A000224","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730492","7.1.4.1","1689","","","","0"
"1995-01","Quebec","2016A000224","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730459","7.1.3.1","396","","","","0"
"1995-01","Quebec","2016A000224","Housing starts","Row","Unadjusted","Units","300","units","0","v730470","7.1.5.1","266","","","","0"
"1995-01","Quebec","2016A000224","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730481","7.1.6.1","1027","","","","0"
"1995-01","Quebec","2016A000224","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731387","7.2.1.1","7566","","","","0"
"1995-01","Quebec","2016A000224","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731398","7.2.2.1","2586","","","","0"
"1995-01","Quebec","2016A000224","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731442","7.2.4.1","4980","","","","0"
"1995-01","Quebec","2016A000224","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731409","7.2.3.1","655","","","","0"
"1995-01","Quebec","2016A000224","Housing under construction","Row","Unadjusted","Units","300","units","0","v731420","7.2.5.1","665","","","","0"
"1995-01","Quebec","2016A000224","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731431","7.2.6.1","3660","","","","0"
"1995-01","Quebec","2016A000224","Housing completions","Total units","Unadjusted","Units","300","units","0","v732324","7.3.1.1","3573","","","","0"
"1995-01","Quebec","2016A000224","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732335","7.3.2.1","2092","","","","0"
"1995-01","Quebec","2016A000224","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732379","7.3.4.1","1481","","","","0"
"1995-01","Quebec","2016A000224","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732346","7.3.3.1","309","","","","0"
"1995-01","Quebec","2016A000224","Housing completions","Row","Unadjusted","Units","300","units","0","v732357","7.3.5.1","153","","","","0"
"1995-01","Quebec","2016A000224","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732368","7.3.6.1","1019","","","","0"
"1995-01","Ontario","2016A000235","Housing starts","Total units","Unadjusted","Units","300","units","0","v730423","8.1.1.1","6042","","","","0"
"1995-01","Ontario","2016A000235","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730434","8.1.1.2","41.7","","","t","1"
"1995-01","Ontario","2016A000235","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730449","8.1.2.1","2953","","","","0"
"1995-01","Ontario","2016A000235","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730493","8.1.4.1","3089","","","","0"
"1995-01","Ontario","2016A000235","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730460","8.1.3.1","226","","","","0"
"1995-01","Ontario","2016A000235","Housing starts","Row","Unadjusted","Units","300","units","0","v730471","8.1.5.1","1065","","","","0"
"1995-01","Ontario","2016A000235","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730482","8.1.6.1","1798","","","","0"
"1995-01","Ontario","2016A000235","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731388","8.2.1.1","19888","","","","0"
"1995-01","Ontario","2016A000235","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731399","8.2.2.1","9044","","","","0"
"1995-01","Ontario","2016A000235","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731443","8.2.4.1","10844","","","","0"
"1995-01","Ontario","2016A000235","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731410","8.2.3.1","830","","","","0"
"1995-01","Ontario","2016A000235","Housing under construction","Row","Unadjusted","Units","300","units","0","v731421","8.2.5.1","3013","","","","0"
"1995-01","Ontario","2016A000235","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731432","8.2.6.1","7001","","","","0"
"1995-01","Ontario","2016A000235","Housing completions","Total units","Unadjusted","Units","300","units","0","v732325","8.3.1.1","8577","","","","0"
"1995-01","Ontario","2016A000235","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732336","8.3.2.1","5202","","","","0"
"1995-01","Ontario","2016A000235","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732380","8.3.4.1","3375","","","","0"
"1995-01","Ontario","2016A000235","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732347","8.3.3.1","576","","","","0"
"1995-01","Ontario","2016A000235","Housing completions","Row","Unadjusted","Units","300","units","0","v732358","8.3.5.1","1303","","","","0"
"1995-01","Ontario","2016A000235","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732369","8.3.6.1","1496","","","","0"
"1995-01","Prairie provinces","2016A00014","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730435","9.1.1.2","18.7","","","t","1"
"1995-01","Manitoba","2016A000246","Housing starts","Total units","Unadjusted","Units","300","units","0","v730424","10.1.1.1","258","","","","0"
"1995-01","Manitoba","2016A000246","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730436","10.1.1.2","1.8","","","t","1"
"1995-01","Manitoba","2016A000246","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730450","10.1.2.1","208","","","","0"
"1995-01","Manitoba","2016A000246","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730494","10.1.4.1","50","","","","0"
"1995-01","Manitoba","2016A000246","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730461","10.1.3.1","14","","","","0"
"1995-01","Manitoba","2016A000246","Housing starts","Row","Unadjusted","Units","300","units","0","v730472","10.1.5.1","20","","","","0"
"1995-01","Manitoba","2016A000246","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730483","10.1.6.1","16","","","","0"
"1995-01","Manitoba","2016A000246","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731389","10.2.1.1","1106","","","","0"
"1995-01","Manitoba","2016A000246","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731400","10.2.2.1","696","","","","0"
"1995-01","Manitoba","2016A000246","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731444","10.2.4.1","410","","","","0"
"1995-01","Manitoba","2016A000246","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731411","10.2.3.1","33","","","","0"
"1995-01","Manitoba","2016A000246","Housing under construction","Row","Unadjusted","Units","300","units","0","v731422","10.2.5.1","53","","","","0"
"1995-01","Manitoba","2016A000246","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731433","10.2.6.1","324","","","","0"
"1995-01","Manitoba","2016A000246","Housing completions","Total units","Unadjusted","Units","300","units","0","v732326","10.3.1.1","358","","","","0"
"1995-01","Manitoba","2016A000246","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732337","10.3.2.1","208","","","","0"
"1995-01","Manitoba","2016A000246","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732381","10.3.4.1","150","","","","0"
"1995-01","Manitoba","2016A000246","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732348","10.3.3.1","7","","","","0"
"1995-01","Manitoba","2016A000246","Housing completions","Row","Unadjusted","Units","300","units","0","v732359","10.3.5.1","58","","","","0"
"1995-01","Manitoba","2016A000246","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732370","10.3.6.1","85","","","","0"
"1995-01","Saskatchewan","2016A000247","Housing starts","Total units","Unadjusted","Units","300","units","0","v730425","11.1.1.1","144","","","","0"
"1995-01","Saskatchewan","2016A000247","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730437","11.1.1.2","0.9","","","t","1"
"1995-01","Saskatchewan","2016A000247","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730451","11.1.2.1","124","","","","0"
"1995-01","Saskatchewan","2016A000247","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730495","11.1.4.1","20","","","","0"
"1995-01","Saskatchewan","2016A000247","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730462","11.1.3.1","16","","","","0"
"1995-01","Saskatchewan","2016A000247","Housing starts","Row","Unadjusted","Units","300","units","0","v730473","11.1.5.1","4","","","","0"
"1995-01","Saskatchewan","2016A000247","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730484","11.1.6.1","0","","","","0"
